Sentence #,Word,Tag
,raise,
,inflation,
,rates,
,or,
,lead,
,to,
,investment,
,in,
,unnecessary,
,projects,
,.,
Sentence: 754,The,
,central,
,bank,
,said,
,the,
,growth,
,of,
,the,
,broad,
,money,
,supply,
,rose,
,nearly,
,19,
,percent,
,on,
,a,
,year-on-year,
,basis,
,to,
,$,
,3.9,
,trillion,
,by,
,the,
,end,B-tim
,of,I-tim
,March,I-tim
,.,
Sentence: 755,A,
,media,
,rights,
,group,
,says,
,Burma,B-gpe
,'s,
,military-led,
,government,
,has,
,released,
,two,
,Burmese,B-gpe
,journalists,
,working,
,for,
,a,
,Japanese,B-gpe
,television,
,station,
,.,
Sentence: 756,Reporters,
,Without,
,Borders,
,and,
,the,
,Burma,B-rg
,Media,I-rg
,Association,I-rg
,welcomed,
,the,
,release,
,of,
,the,
,reporters,
,after,
,two,B-tim
,days,
,of,B-tim
,detention,I-tim
,.,
Sentence: 757,They,
,say,
,the,
,journalists,
,are,
,in,
,good,
,shape,
,-,
,despite,
,being,
,shaken,
,by,
,the,
,incident,
,.,
Sentence: 758,The,
,two,
,journalists,
,were,
,arrested,
,Monday,B-tim
,after,
,they,
,went,
,to,
,a,
,port,
,near,
,Rangoon,B-ge
,to,
,verify,
,the,
,arrival,
,of,
,a,
,North,
,Korean,B-gpe
,cargo,
,ship,
,.,
Sentence: 759,The,
,reporters,
,",",
,Aung,B-rg
,Shwe,I-rg
,Oo,I-rg
,and,
,his,
,daughter,
,",",
,Daw,B-per
,Sint,I-per
,Sint,I-per
,Aung,I-per
,",",
,both,
,work,
,for,
,Nippon,B-rg
,News,I-rg
,Network,I-rg
,'s,I-rg
,Bangkok,I-rg
,bureau,
,.,
Sentence: 760,Images,
,of,
,the,
,Indian,B-ge
,Ocean,I-ge
,floor,
,show,
,a,
,giant,
,landslide,
,at,
,the,
,starting,
,point,
,of,
,the,
,earthquake,
,triggered,
,tsunami,
,that,
,devastated,
,regional,
,coastlines,
,on,
,December,B-tim
,26,I-tim
,.,
Sentence: 761,The,
,digital,
,map,
,has,
,been,
,produced,
,by,
,a,
,British,B-gpe
,survey,
,ship,
,HMS,B-per
,Scott,I-per
,that,
,has,
,been,
,collecting,
,data,
,off,
,the,
,coast,
,of,
,Indonesia,B-ge
,'s,
,Sumatra,B-ge
,Island,I-ge
,since,
,early,
,January,B-tim
,.,
Sentence: 762,The,
,probe,
,of,
,the,
,area,
,where,
,two,
,pieces,
,of,
,ocean,
,floor,
,collided,
,shows,
,a,
,ridge,
,of,
,mud,
,hundreds,
,of,
,meters,
,thick,
,where,
,the,
,seawater,
,was,
,forced,
,up,
,to,
,form,
,the,
,tsunami,
,.,
Sentence: 763,Scientists,
,on,
,the,
,ship,
,say,
,that,
,while,
,the,
,data,
,will,
,not,
,help,
,predict,
,when,
,earthquakes,
,will,
,occur,
,",",
,it,
,could,
,help,
,in,
,warning,
,of,
,future,
,tsunamis,
,.,
Sentence: 764,A,
,Republican,
,Congressman,
,says,
,he,
,is,
,temporarily,
,stepping,
,down,
,from,
,a,
,House,B-rg
,committee-chairman,I-rg
,position,
,while,
,he,
,is,
,being,
,investigated,
,for,
,corruption,
,.,
Sentence: 765,Ohio,B-gpe
,Representative,B-rg
,Bob,B-per
,Ney,I-per
,is,
,the,
,second,
,lawmaker,
,to,
,relinquish,
,a,
,House,B-rg
,leadership,
,post,
,in,
,recent,B-tim
,months,
,.,
Sentence: 766,He,
,said,
,in,
,a,
,statement,
,Sunday,B-tim
,that,
,the,
,allegations,
,against,
,him,
,have,
,become,
,a,
,distraction,
,to,
,lawmakers,
,",",
,including,
,those,
,in,
,the,
,committee,
,he,
,chaired,
,",",
,the,
,House,B-rg
,Administration,I-rg
,Committee,I-rg
,.,
Sentence: 767,Ney,B-per
,has,
,been,
,identified,
,as,
,the,
,unnamed,
,lawmaker,
,that,
,lobbyist,
,Jack,B-per
,Abramoff,I-per
,said,
,accepted,
,lavish,
,gifts,
,and,
,financial,
,contributions,
,in,
,exchange,
,for,
,favors,
,and,
,support,
,.,
Sentence: 768,Abramoff,B-per
,has,
,pleaded,
,guilty,
,to,
,fraud,
,and,
,tax,
,evasion,
,.,
Sentence: 769,Ney,B-per
,denies,
,any,
,wrongdoing,
,.,
Sentence: 770,Texas,B-gpe
,representative,
,Tom,B-per
,DeLay,I-per
,stepped,
,down,
,as,
,House,B-rg
,Majority,I-rg
,Leader,I-rg
,late,
,last,
,year,
,after,
,being,
,indicted,
,for,
,alleged,
,campaign,
,finance,
,violations,
,.,
Sentence: 771,DeLay,B-per
,had,
,close,
,ties,
,to,
,Abramoff,B-per
,and,
,some,
,of,
,the,
,congressman,
,'s,
,aides,
,are,
,being,
,investigated,
,in,
,the,
,Abramoff,B-per
,scandal,
,.,
Sentence: 772,One,
,of,
,the,
,suspected,
,bombers,
,in,
,the,
,failed,
,July,B-tim
,21,I-tim
,attacks,
,on,
,London,B-ge
,'s,
,transport,
,system,
,is,
,being,
,extradited,
,from,
,Italy,B-ge
,to,
,Britain,B-ge
,.,
Sentence: 773,A,
,plane,
,carrying,
,Ethiopian-born,
,Hamdi,B-per
,Issac,I-per
,",",
,also,
,known,
,as,
,Osman,B-per
,Hussain,I-per
,",",
,left,
,Rome,B-ge
,'s,
,Ciampino,B-ge
,airport,
,around,
,midday,B-tim
,Thursday,I-tim
,",",
,for,
,London,B-ge
,.,
Sentence: 774,Italian,B-gpe
,police,
,arrested,
,the,
,British,B-gpe
,citizen,
,in,
,Rome,B-ge
,a,
,week,
,after,
,the,
,July,B-tim
,21,I-tim
,attacks,
,",",
,which,
,caused,
,no,
,fatalities,
,but,
,brought,
,chaos,
,to,
,London,B-ge
,two,B-tim
,weeks,
,after,
,suicide,
,bombers,
,killed,
,52,
,people,
,in,
,the,
,British,B-gpe
,capital,
,.,
Sentence: 775,Hamdi,B-per
,Issac,I-per
,has,
,admitted,
,to,
,taking,
,part,
,in,
,the,
,second,
,set,
,of,
,attacks,
,but,
,has,
,said,
,the,
,action,
,was,
,meant,
,to,
,scare,
,people,
,",",
,not,
,kill,
,them,
,.,
Sentence: 776,Italy,B-ge
,'s,
,highest,
,court,
,upheld,
,his,
,extradition,
,order,
,on,
,September,B-tim
,13,I-tim
,.,
Sentence: 777,The,
,surging,
,Mississippi,B-ge
,River,I-ge
,spilled,
,over,
,levees,
,in,
,two,
,towns,
,in,
,the,
,state,
,of,
,Illinois,B-ge
,and,
,is,
,threatening,
,to,
,deluge,
,other,
,parts,
,of,
,the,
,central,
,United,B-ge
,States,I-ge
,.,
Sentence: 778,The,
,Army,B-rg
,Corps,I-rg
,of,I-rg
,Engineers,I-rg
,says,
,20,
,levees,
,in,
,the,
,central,
,U.S.,B-ge
,have,
,already,
,overflowed,
,-,
,and,
,up,
,to,
,30,
,more,
,are,
,in,
,danger,
,of,
,overflowing,
,.,
Sentence: 779,Central,B-ge
,U.S.,I-ge
,river,
,towns,
,are,
,at,
,risk,
,as,
,floodwaters,
,that,
,submerged,
,parts,
,of,
,two,
,of,
,the,
,state,
,of,
,Iowa,B-ge
,'s,
,largest,
,cities,
,are,
,now,
,flowing,
,downstream,
,.,
Sentence: 780,Residents,
,have,
,joined,
,members,
,of,
,the,
,National,B-rg
,Guard,I-rg
,in,
,a,
,desperate,
,effort,
,to,
,strengthen,
,levees,
,with,
,sandbags,
,.,
Sentence: 781,Meanwhile,
,",",
,Iowa,B-rg
,is,
,cleaning,
,up,
,after,
,widespread,
,flooding,
,inundated,
,homes,
,",",
,destroyed,
,crops,
,and,
,cut,
,off,
,highways,
,and,
,bridges,
,.,
Sentence: 782,At,
,the,
,White,B-rg
,House,I-rg
,Tuesday,B-tim
,",",
,U.S.,B-rg
,President,B-per
,George,I-per
,Bush,I-per
,expressed,
,concern,
,for,
,the,
,flood,
,victims,
,.,
Sentence: 783,He,
,is,
,to,
,visit,
,Iowa,B-ge
,Thursday,B-tim
,to,
,inspect,
,the,
,damage,
,.,
Sentence: 784,A,
,U.S.,B-ge
,government,
,audit,
,shows,
,that,
,at,
,least,
,232,
,civilians,
,have,
,been,
,killed,
,while,
,working,
,on,
,U.S.,B-rg
,reconstruction,
,projects,
,in,
,Iraq,B-ge
,.,
Sentence: 785,The,
,report,
,by,
,the,
,Special,
,Inspector,
,General,B-per
,for,
,Iraq,B-ge
,Reconstruction,I-ge
,indicates,
,the,
,death,
,toll,
,of,
,those,
,employees,
,for,
,private,
,contractors,
,increased,
,93,
,percent,
,in,
,recent,
,months,
,(,
,the,
,fourth,B-tim
,quarter,I-tim
,of,I-tim
,2004,I-tim
,),
,.,
Sentence: 786,In,
,addition,
,to,
,those,
,killed,
,",",
,728,
,claims,
,were,
,filed,
,for,
,employees,
,who,
,missed,
,more,
,than,
,four,
,days,
,of,
,work,
,.,
Sentence: 787,The,
,inspector,
,'s,
,report,
,says,
,"""",
,Iraq,B-ge
,'s,
,unsettled,
,security,
,environment,
,continues,
,to,
,present,
,grave,
,risks,
,for,
,contractors,
,and,
,employees,
,.,
,"""",
Sentence: 788,The,
,quarterly,
,report,
,sent,
,to,
,U.S.,B-rg
,Congress,I-rg
,based,
,its,
,information,
,on,
,statistics,
,from,
,the,
,U.S.,B-rg
,Labor,I-rg
,Department,I-rg
,compiled,
,from,
,workers,
,',
,compensation,
,claims,
,filed,
,by,
,all,
,U.S.,B-rg
,government,
,contractors,
,.,
Sentence: 789,Former,
,Chilean,B-gpe
,dictator,
,Augusto,B-per
,Pinochet,I-per
,has,
,been,
,indicted,
,on,
,human,
,rights,
,charges,
,and,
,placed,
,under,
,house,
,arrest,
,.,
Sentence: 790,Judge,
,Victor,B-per
,Montiglio,I-per
,charged,
,General,B-rg
,Pinochet,I-rg
,in,
,connection,
,with,
,the,
,kidnapping,
,and,
,disappearance,
,of,
,seven,
,people,
,in,
,the,
,early,
,years,
,of,B-tim
,his,I-tim
,1973,I-tim
,to,I-tim
,1990,I-tim
,rule,
,.,
Sentence: 791,The,
,charges,
,are,
,part,
,of,
,a,
,human,
,rights,
,case,
,known,
,as,
,"""",
,Operation,B-per
,Colombo,I-per
,",",
,"""",
,in,
,which,
,119,
,dissidents,
,disappeared,
,while,
,in,
,custody,
,.,
Sentence: 792,Mr.,B-per
,Montiglio,I-per
,'s,
,indictment,
,Thursday,B-tim
,comes,
,six,
,days,
,after,
,he,
,questioned,
,the,
,ex-dictator,
,and,
,the,
,former,
,head,
,of,
,the,
,secret,
,police,
,",",
,Manuel,B-per
,Contreras,I-per
,",",
,to,
,determine,
,responsibility,
,for,
,the,
,disappearance,
,of,
,the,
,119,
,Pinochet,B-rg
,foes,
,.,
Sentence: 793,This,
,is,
,the,
,second,
,indictment,
,in,
,two,B-tim
,days,
,against,
,the,
,former,
,dictator,
,.,
Sentence: 794,General,B-rg
,Pinochet,I-rg
,",",
,who,
,turns,
,90,
,on,
,Friday,B-tim
,",",
,had,
,just,
,made,
,bail,
,following,
,his,
,indictment,
,Wednesday,B-tim
,on,
,charges,
,of,
,tax,
,evasion,
,",",
,corruption,
,and,
,using,
,FALSE,
,passports,
,in,
,a,
,case,
,involving,
,an,
,estimated,
,$,
,27,
,million,
,hidden,
,in,
,foreign,
,bank,
,accounts,
,.,
Sentence: 795,Leaders,
,of,
,the,
,South,B-rg
,American,I-rg
,trade,
,bloc,
,Mercosur,B-rg
,are,
,meeting,
,in,
,Venezuela,B-ge
,to,
,formally,
,welcome,
,Venezuela,B-rg
,into,
,the,
,group,
,.,
Sentence: 796,Presidents,
,of,
,member,
,nations,
,Argentina,B-rg
,",",
,Brazil,B-rg
,",",
,Paraguay,B-rg
,and,
,Uruguay,B-rg
,are,
,to,
,sign,
,a,
,document,
,Tuesday,B-tim
,extending,
,voting,
,rights,
,and,
,lower,
,tariffs,
,to,
,Venezuela,B-rg
,.,
Sentence: 797,With,
,the,
,new,
,member,
,",",
,officials,
,say,
,the,
,trade,
,bloc,
,will,
,account,
,for,
,$,
,1,
,trillion,
,in,
,annual,
,economic,
,activity,
,and,
,include,
,250,
,million,
,people,
,.,
Sentence: 798,Bolivian,B-gpe
,President,B-per
,Evo,I-per
,Morales,I-per
,also,
,is,
,to,
,attend,
,the,
,summit,
,for,
,talks,
,with,
,his,
,Brazilian,B-gpe
,counterpart,
,Luiz,B-per
,Inacio,I-per
,Lula,I-per
,da,I-per
,Silva,I-per
,to,
,discuss,
,the,
,price,
,of,
,gas,
,exports,
,to,
,Brazil,B-ge
,.,
Sentence: 799,Bolivia,B-ge
,is,
,an,
,associate,
,member,
,of,
,Mercosur,B-ge
,",",
,formed,
,in,
,1991,B-tim
,.,
Sentence: 800,Meanwhile,
,",",
,Paraguay,B-rg
,'s,
,President,B-per
,Nicanor,I-per
,Duarte,I-per
,has,
,threatened,
,to,
,abandon,
,the,
,group,
,because,
,of,
,alleged,
,protectionist,
,trade,
,policies,
,by,
,Brazil,B-rg
,and,
,Argentina,B-rg
,.,
Sentence: 801,A,
,strong,
,earthquake,
,shook,
,Indonesia,B-ge
,'s,
,Aceh,B-ge
,province,
,just,
,before,
,midnight,B-tim
,Saturday,I-tim
,(,
,about,
,1657,B-tim
,UTC,I-tim
,),
,",",
,causing,
,residents,
,to,
,flee,
,their,
,homes,
,in,
,panic,
,.,
Sentence: 802,The,
,magnitude,
,5.8,
,quake,
,was,
,centered,
,33,
,kilometers,
,under,
,the,
,Indian,B-ge
,Ocean,I-ge
,and,
,about,
,33,
,kilometers,
,northwest,
,of,
,the,
,provincial,
,capital,
,of,
,Banda,B-ge
,Aceh,I-ge
,.,
Sentence: 803,Officials,
,say,
,there,
,have,
,been,
,no,
,reports,
,of,
,damage,
,or,
,casualties,
,",",
,but,
,residents,
,of,
,the,
,city,
,ran,
,out,
,of,
,their,
,homes,
,in,
,panic,
,after,
,the,
,quake,
,jolted,
,them,
,awake,
,.,
Sentence: 804,A,
,magnitude,
,9,
,quake,
,off,
,the,
,west,
,coast,
,of,
,Aceh,B-ge
,triggered,
,the,
,December,B-tim
,26,I-tim
,tsunamis,
,",",
,which,
,the,
,U.S.,B-rg
,Geological,I-rg
,Survey,I-rg
,says,
,killed,
,more,
,than,
,"2,75,000",
,people,
,around,
,the,
,Indian,B-ge
,Ocean,I-ge
,.,
Sentence: 805,That,
,includes,
,"1,31,000",
,in,
,Aceh,B-ge
,.,
Sentence: 806,U.S.,B-rg
,Democratic,
,senators,
,have,
,criticized,
,President,B-per
,Bush,I-per
,'s,
,proposal,
,to,
,revamp,
,Social,B-rg
,Security,I-rg
,",",
,on,
,the,
,eve,
,of,
,the,
,retirement,
,program,
,'s,
,70th,B-tim
,anniversary,I-tim
,.,
Sentence: 807,Senator,B-per
,John,I-per
,Kerry,I-per
,",",
,the,
,2004,
,democratic,
,presidential,
,candidate,
,",",
,said,
,in,
,a,
,radio,
,address,
,delivered,
,in,
,Spanish,B-art
,Saturday,B-tim
,that,
,the,
,president,
,'s,
,proposal,
,to,
,add,
,private,
,investments,
,accounts,
,to,
,the,
,program,
,will,
,hurt,
,Hispanics,
,.,
Sentence: 808,Democratic,
,Senator,B-per
,Ken,I-per
,Salazar,I-per
,",",
,from,
,Colorado,B-ge
,said,
,in,
,a,
,separate,
,English-language,
,radio,
,address,
,Saturday,B-tim
,the,
,president,
,is,
,fabricating,
,a,
,crisis,
,in,
,the,
,retirement,
,program,
,so,
,he,
,can,
,push,
,through,
,his,
,proposals,
,to,
,change,
,it,
,.,
Sentence: 809,President,B-per
,Bush,I-per
,says,
,his,
,plans,
,will,
,help,
,the,
,program,
,avoid,
,severe,
,funding,
,shortfalls,
,over,
,the,
,next,
,few,B-tim
,decades,I-tim
,.,
Sentence: 810,A,
,key,
,part,
,of,
,his,
,proposal,
,is,
,to,
,allow,
,younger,
,workers,
,to,
,privately,
,invest,
,some,
,of,
,their,
,Social,B-rg
,Security,I-rg
,funds,
,which,
,are,
,now,
,managed,
,by,
,the,
,government,
,.,
Sentence: 811,More,
,than,
,60,
,African,B-gpe
,migrants,
,have,
,drowned,
,while,
,crossing,
,the,
,Gulf,B-ge
,of,I-ge
,Aden,I-ge
,on,
,their,
,way,
,to,
,Yemen,B-ge
,.,
Sentence: 812,Witnesses,
,say,
,at,
,least,
,15,
,others,
,swam,
,to,
,safety,
,after,
,their,
,vessel,
,sank,
,close,
,to,
,the,
,Yemeni,B-gpe
,coast,
,.,
Sentence: 813,The,
,boat,
,originated,
,from,
,Somalia,B-ge
,and,
,most,
,of,
,those,
,on,
,board,
,are,
,believed,
,to,
,have,
,been,
,Somalians,B-per
,.,
Sentence: 814,It,
,is,
,not,
,clear,
,how,
,the,
,boat,
,capsized,
,.,
Sentence: 815,Migrants,
,frequently,
,attempt,
,the,
,crossing,
,to,
,escape,
,violence,
,in,
,Somalia,B-ge
,and,
,often,
,rely,
,on,
,smugglers,
,to,
,help,
,them,
,cross,
,.,
Sentence: 816,They,
,often,
,face,
,abuse,
,at,
,the,
,hands,
,of,
,smugglers,
,",",
,with,
,many,
,forced,
,to,
,disembark,
,offshore,
,to,
,avoid,
,Yemeni,B-gpe
,coast,
,guard,
,patrols,
,.,
Sentence: 817,Earlier,
,this,
,month,
,",",
,the,
,U.N.,B-rg
,High,I-rg
,Commissioner,I-rg
,for,I-rg
,Refugees,I-rg
,estimated,
,20000,
,people,
,have,
,made,
,the,
,crossing,
,this,
,year,
,and,
,said,
,at,
,least,
,439,
,people,
,have,
,died,
,and,
,another,
,489,
,are,
,missing,
,.,
Sentence: 818,Police,
,in,
,Afghanistan,B-ge
,say,
,attackers,
,have,
,shot,
,and,
,killed,
,an,
,Afghan,B-gpe
,senator,
,who,
,briefly,
,served,
,as,
,prime,
,minister,
,in,
,the,
,early,
,1990s,B-tim
,.,
Sentence: 819,Authorities,
,say,
,Abdul,B-rg
,Saboor,I-rg
,Farid,I-rg
,was,
,killed,
,late,
,Wednesday,B-tim
,outside,
,his,
,home,
,in,
,the,
,capital,
,",",
,Kabul,B-rg
,.,
Sentence: 820,Mr.,B-per
,Farid,I-per
,was,
,Afghanistan,B-ge
,'s,
,prime,
,minister,
,for,
,one,B-tim
,month,
,in,
,1992,B-tim
,during,
,the,
,chaos,
,of,
,a,
,civil,
,war,
,that,
,followed,
,the,
,defeat,
,of,
,the,
,Soviet,
,army,
,.,
Sentence: 821,The,
,motive,
,for,
,the,
,senator,
,'s,
,killing,
,is,
,not,
,clear,
,.,
Sentence: 822,In,
,another,
,development,
,",",
,police,
,say,
,a,
,remote-controlled,
,roadside,
,bomb,
,tore,
,through,
,the,
,side,
,of,
,an,
,Afghan,B-gpe
,army,
,bus,
,Thursday,B-tim
,in,
,Kabul,B-rg
,",",
,killing,
,the,
,driver,
,and,
,wounding,
,29,
,people,
,.,
Sentence: 823,Taleban,B-rg
,militants,
,claimed,
,responsibility,
,for,
,the,
,attack,
,.,
Sentence: 824,Meanwhile,
,",",
,the,
,British,B-gpe
,defense,
,ministry,
,says,
,a,
,British,B-gpe
,soldier,
,serving,
,with,
,the,
,NATO-led,
,coalition,
,in,
,Afghanistan,B-ge
,was,
,killed,
,during,
,fighting,
,with,
,militants,
,in,
,the,
,south,
,.,
Sentence: 825,NATO,B-rg
,has,
,launched,
,large-scale,
,military,
,operations,
,in,
,the,
,region,
,recently,
,to,
,pre-empt,
,an,
,expected,
,Taleban,B-rg
,offensive,
,.,
Sentence: 826,Insurgents,
,in,
,Iraq,B-ge
,killed,
,at,
,least,
,nine,
,people,
,in,
,attacks,
,Sunday,B-tim
,northeast,
,of,
,Baghdad,B-ge
,.,
Sentence: 827,Police,
,say,
,a,
,roadside,
,bomb,
,killed,
,four,
,policemen,
,and,
,wounded,
,nine,
,in,
,Baquba,B-ge
,.,
Sentence: 828,In,
,another,
,town,
,",",
,Balad,B-per
,Ruz,I-per
,",",
,police,
,say,
,a,
,rocket,
,attack,
,on,
,a,
,policeman,
,'s,
,house,
,killed,
,the,
,man,
,'s,
,brother,
,and,
,four,
,children,
,.,
Sentence: 829,Military,
,officials,
,say,
,on,
,Saturday,B-tim
,U.S.,B-ge
,soldiers,
,killed,
,three,
,gunmen,
,who,
,fired,
,on,
,a,
,patrol,
,in,
,the,
,northern,
,town,
,of,
,Baiji,B-ge
,.,
Sentence: 830,In,
,northern,
,Iraq,B-ge
,",",
,police,
,say,
,the,
,bodies,
,of,
,an,
,elderly,
,tribal,
,leader,
,",",
,Ibrahim,B-per
,Ali,I-per
,al-Nuimei,I-per
,",",
,and,
,his,
,son,
,were,
,found,
,near,
,the,
,town,
,of,
,Kirkuk,B-ge
,.,
Sentence: 831,In,
,a,
,separate,
,development,
,",",
,the,
,trial,
,of,
,ousted,
,leader,
,Saddam,B-per
,Hussein,I-per
,is,
,scheduled,
,to,
,resume,
,Tuesday,B-tim
,with,
,a,
,new,
,presiding,
,judge,
,",",
,and,
,a,
,Western,B-rg
,diplomat,I-rg
,says,
,members,
,of,
,the,
,former,
,Baathist,B-rg
,regime,
,may,
,testify,
,.,
Sentence: 832,The,
,United,B-rg
,States,I-rg
,Government,I-rg
,",",
,Wednesday,B-tim
,[,
,May,B-tim
,14,I-tim
,],
,officially,
,added,
,polar,
,bears,
,to,
,the,
,list,
,of,
,threatened,
,animals,
,under,
,the,
,Endangered,B-art
,Species,I-art
,Act,I-art
,.,
Sentence: 833,Bush,B-per
,administration,
,scientists,
,decided,
,the,
,species,
,is,
,at,
,risk,
,of,
,becoming,
,endangered,
,.,
Sentence: 834,Officials,
,cited,
,warming,
,trends,
,and,
,loss,
,of,
,sea,
,ice,
,as,
,threatening,
,the,
,bears,
,",",
,opening,
,a,
,debate,
,over,
,whether,
,to,
,regulate,
,greenhouse,
,gases,
,to,
,protect,
,the,
,bear,
,and,
,its,
,habitat,
,.,
Sentence: 835,Paul,B-per
,Sisco,I-per
,reports,
,.,
Sentence: 836,Iranian,B-gpe
,media,
,report,
,that,
,inspectors,
,from,
,the,
,U.N.,B-rg
,International,I-rg
,Atomic,I-rg
,Energy,I-rg
,Agency,I-rg
,will,
,travel,
,to,
,Iran,B-ge
,early,
,next,
,month,
,.,
Sentence: 837,News,
,reports,
,Saturday,B-tim
,quote,
,an,
,unnamed,
,Iranian,B-gpe
,official,
,as,
,saying,
,a,
,delegation,
,will,
,visit,
,on,
,August,B-tim
,6,I-tim
,to,
,discuss,
,technical,
,issues,
,and,
,regulations,
,.,
Sentence: 838,Separately,
,",",
,the,
,United,B-rg
,Nations,I-rg
,',
,nuclear,
,agency,
,is,
,set,
,to,
,inspect,
,Iran,B-rg
,'s,
,heavy,
,water,
,nuclear,
,reactor,
,in,
,a,
,matter,
,of,
,days,
,.,
Sentence: 839,That,
,reactor,
,is,
,under,
,construction,
,in,
,the,
,industrial,
,city,
,of,
,Arak,B-ge
,.,
Sentence: 840,It,
,will,
,produce,
,plutonium,
,once,
,it,
,is,
,completed,
,.,
Sentence: 841,Enriched,
,plutonium,
,and,
,uranium,
,can,
,be,
,used,
,to,
,build,
,nuclear,
,weapons,
,.,
Sentence: 842,The,
,U.N.,B-rg
,Security,I-rg
,Council,I-rg
,has,
,imposed,
,two,
,sets,
,of,
,sanctions,
,on,
,Iran,B-rg
,because,
,of,
,its,
,refusal,
,to,
,suspend,
,uranium,
,enrichment,
,.,
Sentence: 843,The,
,United,B-rg
,States,I-rg
,and,
,its,
,Western,
,allies,
,accuse,
,Iran,B-rg
,of,
,trying,
,to,
,develop,
,nuclear,
,weapons,
,",",
,but,
,Iran,B-rg
,says,
,its,
,atomic,
,program,
,is,
,for,
,peaceful,
,purposes,
,.,
Sentence: 844,Insurgents,
,have,
,launched,
,two,
,deadly,
,attacks,
,against,
,Shi'ites,
,in,
,Iraq,B-ge
,",",
,just,
,hours,
,after,
,U.S.,B-ge
,Secretary,
,of,
,Defense,
,Donald,B-per
,Rumsfeld,I-per
,paid,
,a,
,surprise,
,visit,
,to,
,American,B-gpe
,troops,
,in,
,the,
,country,
,.,
Sentence: 845,In,
,the,
,first,
,attack,
,",",
,gunmen,
,entered,
,a,
,bakery,
,in,
,a,
,mainly,
,Shi'ite,
,neighborhood,
,in,
,Baghdad,B-ge
,",",
,killing,
,at,
,least,
,nine,
,people,
,.,
Sentence: 846,A,
,short,
,time,
,later,
,",",
,a,
,car,
,bomb,
,exploded,
,outside,
,a,
,Shi'ite,B-rg
,mosque,
,in,
,the,
,town,
,of,
,Balad,B-ge
,Ruz,I-ge
,",",
,northeast,
,of,
,Baghdad,B-ge
,.,
Sentence: 847,Abu,B-per
,Musab,I-per
,al-Zarqawi,I-per
,'s,
,group,
,claimed,
,responsibility,
,for,
,that,
,blast,
,that,
,killed,
,13,
,and,
,injured,
,23,
,others,
,.,
Sentence: 848,An,
,American,B-gpe
,soldier,
,was,
,also,
,killed,
,when,
,a,
,bomb,
,exploded,
,in,
,western,B-ge
,Baghdad,I-ge
,.,
Sentence: 849,The,
,violence,
,came,
,as,
,Mr.,B-per
,Rumsfeld,I-per
,visited,
,U.S.,B-rg
,troops,
,in,
,Mosul,B-ge
,and,
,Baghdad,B-ge
,.,
Sentence: 850,He,
,also,
,observed,
,Iraqi,B-rg
,police,
,and,
,special,
,forces,
,perform,
,training,
,exercises,
,",",
,before,
,he,
,met,
,with,
,Iraqi,B-rg
,interim,
,Prime,B-per
,Minister,
,Iyad,B-per
,Allawi,I-per
,.,
Sentence: 851,Nigerian,B-gpe
,authorities,
,say,
,kidnappers,
,have,
,released,
,a,
,Polish,B-gpe
,oil,
,worker,
,seized,
,last,
,week,
,in,
,the,
,country,
,'s,
,restive,
,Niger,B-gpe
,Delta,
,region,
,.,
Sentence: 852,The,
,officials,
,say,
,the,
,Polish,B-gpe
,national,
,was,
,released,
,late,
,Sunday,B-tim
,.,
Sentence: 853,He,
,was,
,seized,
,Thursday,B-tim
,by,
,six,
,gunmen,
,near,
,the,
,southern,
,city,
,of,
,Warri,B-ge
,.,
Sentence: 854,Abduction,
,for,
,ransom,
,or,
,to,
,press,
,political,
,demands,
,is,
,frequent,
,in,
,the,
,oil-rich,B-rg
,Niger,B-gpe
,Delta,B-rg
,.,
Sentence: 855,In,
,all,
,",",
,more,
,than,
,100,
,foreign,
,oil,
,workers,
,have,
,been,
,kidnapped,
,in,
,the,
,region,
,this,
,year,
,.,
Sentence: 856,Most,
,have,
,been,
,released,
,unharmed,
,",",
,often,
,after,
,a,
,payment,
,of,
,ransom,
,.,
Sentence: 857,Some,
,kidnappings,
,have,
,been,
,carried,
,out,
,by,
,criminal,
,gangs,
,",",
,while,
,others,
,are,
,the,
,work,
,of,
,militants,
,who,
,want,
,impoverished,
,local,
,villages,
,to,
,get,
,more,
,of,
,the,
,region,
,'s,
,oil,
,wealth,
,.,
Sentence: 858,The,
,attacks,
,on,
,the,
,oil,
,industry,
,have,
,caused,
,Nigeria,B-rg
,to,
,cut,
,oil,
,production,
,by,
,almost,B-tim
,25,
,percent,
,.,
Sentence: 859,U.S.,B-rg
,Treasury,I-rg
,officials,
,have,
,frozen,
,the,
,assets,
,of,
,an,
,Ohio-based,
,nonprofit,
,group,
,because,
,they,
,say,
,it,
,has,
,ties,
,to,
,the,
,Palestinian,B-gpe
,militant,
,organization,
,Hamas,B-rg
,.,
Sentence: 860,Officials,
,said,
,Sunday,B-tim
,that,
,the,
,group,
,named,
,KindHearts,B-rg
,has,
,coordinated,
,with,
,Hamas,B-rg
,leaders,
,and,
,has,
,ties,
,to,
,two,
,other,
,U.S.-based,
,charities,
,accused,
,of,
,links,
,to,
,terrorism,
,.,
Sentence: 861,Those,
,groups,
,were,
,shut,
,down,
,by,
,U.S.,B-rg
,officials,
,in,
,late,
,2001,B-tim
,.,
Sentence: 862,KindHearts,B-rg
,describes,
,itself,
,on,
,its,
,Web,B-art
,site,
,as,
,a,
,nonprofit,
,charitable,
,organization,
,administering,
,humanitarian,
